אביסל|אַ ביסל|קצת
קוקנדיק|קוקנדיק|בהביטו, תוך הסתכלות
קוקסט|קוקסט|מסתכל (אתה)
קוקענדיק|קוקענדיק|תוך כדי הסתכלות
קוראציע|קוּראַציע|ריפוי, טיפול
קוריער|קוריער|שליח, בלדר
קורערטער|קור-ערטער|מקומות נופש
קורץ|קורץ|קצר
קורץן|קורץן|קצר (מוטה)
קורץע|קורץע|קצר (נקבה/רבים)
קורץער|קורץער|קצר (זכר)
קורצן|קורצן|לקצר
קורצער|קורצער|קצר
קורצקייט|קורצקייט|קוצר
קושן|קושן|לנשק
קי|קי|פרות
קידושמאכן|קידוש מאַכן|לעשות קידוש
קייזער|קייזער|קיסר
קייט|קייט|שרשרת, שלשלת
קייטלטזיך|קייטלט זיך|משתלשלת
קייטעלע|קייטעלע|שרשרת קטנה
קיילעכדיקער|קיילעכדיקער|עגול
קיין|קיין|אף, שום, אל (יעד)
קיינמאל|קיינמאָל|אף פעם
קיינע|קיינע|שום, אף (לא)
קיינעם|קיינעם|אף אחד (מוטה)
קיינער|קיינער|אף-אחד
קיינערניט|קיינער ניט|אף אחד לא
קייסער|קייסער|קיסר
קיך|קיך|מִטבח
קילט|קילט|מקרר, קר
קינד|קינד|ילד
קינדהייט|קינדהייט|ילדות
קינדווייז|קינדווייז|בילדות, כילד
קינדיש|קינדיש|ילדותי
קינדלעך|קינדלעך|ילדי
קינדס|קינדס|של הילד
קינדסקינדר|קינדס־קינדר|בני בנים
קינדער|קינדער|ילדים
קינדעריארן|קינדער־יאָרן|שנות הילדות
קינדעריש|קינדעריש|ילדותי
קינדערלעבן|קינדער - לעבן|חיי - ילדוּת
קינדערלעך|קינדערלעך|ילדים (חיבה)
קינסטלער|קינסטלער|אמן
קירכע|קירכע|כנסיה
קירכעס|קירכעס|כנסיות
קירצערער|קירצערער|קצר-יותר
קישן|קישן|כרית
קלאגט|קלאָגט|להתונן, מתאונן
קלאגן|קלאגן|להתאונן, לקונן
קלאהר|קלאהר|ברור, צלול
קלאס|קלאַס|כיתה
קלאסן|קלאַסן|כיתות
קלאסנצימר|קלאַסנצימר|חדר כיתה
קלאפ|קלאפּ|מַכָה
קלאפ|קלאַפּ|דפוק!
קלאפט|קלאַפּט|דופק
קלאפט|קלאַפּט|מַכֶּה
קלאפן|קלאַפּן|לדפוק
קלאפער|קלאַפּער|מַכֵּה
קלאר|קלאָר|ברור
קלארן|קלאָרן|להבהיר
קלארע|קלארע|ברורים, צלולים
קלארקייט|קלאָרקייט|בהירות
קלוג|קלוג|חכם
קלוגינקן|קלוגינקן|פיקח, חכמולוג (בהטיה)
קלוגינקער|קלוגינקער|פיקח קטן, חכמולוג
קלוגן|קלוגן|חכם (מוטה)
קלוגע|קלוגע|חכמים
קלוגער|קלוּגער|חכם
קלוגקייט|קלוגקייט|חוכמה
קלוגשאפט|קלוגשאַפט|פיקחות, חכמה
קלוגשאפט|קלוגשאַפֿט|חוכמה
קלוגשאפטלעך|קלוגשאַפֿטלעך|חכמתי
קלויזן|קלויזן|בית מדרש קטן
קלויסטער|קלויסטער|כנסייה
קלונג|קלונג|צילצול
קליאמקע|קליאמקע|ידית דלת
קליגער|קליגער|חכם יותר
קלייבט|קלייבט|לִבְחור
קלייבטזיך|קלייבט זיך|אסוף עצמך
קלייבן|קלייבן|לאסוף
קלייד|קלייד|בגד
קליידונג|קליידוּנג|לבושים
קליידן|קליידן|בגדים
קליידער|קליידער|בגדים
קלייט|קלייט|חנות
קלייידן|קלייידן|להלביש
קליין|קליין|קטן
קלייןן|קלייןן|קטן (מוטה)
קלייןע|קלייןע|קטן (נקבה/רבים)
קלייןער|קלייןער|קטן (זכר)
קליינטשיק|קליינטשיק|קטנטן
קלייניגקייט|קלייניגקייט|דבר פעוט, זוטה
קלייניקייט|קלייניקייט|דבר של מה בכך
קלייניקייטן|קלייניקייטן|דברים קטנים, זוטות
קליינן|קליינען|קטן
קליינע|קליינע|קטנים, קטנות
קליינעם|קליינעם|קטן (בנטייה)
קליינער|קליינער|קטן (זכר)
קליינערהייט|קליינערהייט|בקטנותי (בילדותי)
קליינקייט|קליינקייט|קטנות
קליינשטעלדיקן|קליינשטעלדיקען|של-העיירות
קלינג|קלינג|צלצל!
קלינגט|קלינגט|מצלצל
קלינגן|קלינגען|לצלצל
קלינגערס|קלינגערס|מצלצלים
קלעטערן|קלעטערן|להעפיל, לתפס
קלעם|קלעם|צרה
קלעמן|קלעמן|ללחוץ
קלענסט|קלענסט|קטן ביותר
קלענסטער|קלענסטער|הקטן ביותר
קלענער|קלענער|קטן יותר
קלענערע|קלענערע|יותר-קטן
קלענערער|קלענערער|קטן יותר
קלעפט|קלעפט|מכֶה
קלעצלעך|קלעצלעך|בולי עץ קטנים
קלער|קלער|מהרהר (אני)
קלערט|קלערט|מהרהר (הוא)
קלערן|קלערן|לחשוב, להרהר
קלערסט|קלערסט|מהרהר (אתה)
קלערער|קלערער|ברור יותר
קן|קען|יודע, יכול
קנאבל|קנאָבל|שום
קנאפ|קנאָפּ|כפתור
קנאק|קנאק|נקישה; רושם, חשיבות
קני|קני|ברך
קניידל|קניידל|כופתה
קניידלעך|קניידלעך|כופתאות
קנייטש|קנייטש|קמט; הטעמה מיוחדת (בניגון או בדיבור)
קנעפ|קנעפּ|כפתור
קנעפלעך|קנעפלעך|כפתורים
קעגן|קעגן|נגד
קעגן|קעגען|מול, מִנֶגד, נגד
קעגןשירט|קעגן-שירט|צעד- נגד
קעגנווארט|קעגנוואַרט|הווה, עכשיו
קעגנזאץ|קעגנזאַץ|ניגוד
קעגנזאציק|קעגנזאַציק|סותר
קעגנזאצן|קעגנזאַצן|ניגודים
קעגנזייטיק|קעגנזייטיק|הדדי
קעגנזייטיקייט|קעגנזייטיקייט|הדדיות
קעגנער|קעגנער|מתנגד
קעגנערין|קעגנערין|מתנגד, יריב
קעגנערשאפט|קעגנערשאַפט|התנגדות
קעז|קעז|גבינה
קעלט|קעלט|קור
קעלער|קעלער|מרתף
קעמפן|קעמפן|להילחם
קעמפער|קעמפער|לוחם
קענט|קענט|אתם יכולים; מכירים
קענטיק|קענטיק|ידוע, מורגש
קעניגין|קעניגין|מלכה
קעניגרייך|קעניגרייך|ממלכה
קעניק|קעניג|מלך
קענן|קענען|לדעת, להיות ביכולת
קענסט|קענסט|יכול (אתה)
קענסטו|קענסטו|אתה יכול
קענעןגוט|קענען גוט|לדעת היטב
קענענדיק|קענענדיג|בהכיר(י/ו)
קענער|קענער|ידענים
קעסט|קעסט|מתן מחיה ופרנסה
קעסטל|קעסטל|ארגז, תיבה, מִשבצת
קעסיל|קעסיל|דוּד
קעסעל|קעסעל|דוּד
קעפ|קעפּ|ראשים
קער|קער|פנייה, סיבוב (א קער טאן — לפנות)
קערבל|קערבל|רובל, שטר
קערט|קערט|הופך; פונה
קערן|קערן|לטאטא; להפנות, לסובב
קערן(רייניקן)|קערן (רייניקן)|לטאטא
קערנדל|קערנדל|גרעין
קערפעלגעפיהל|קערפּעל-געפיהל|רגש-גופני
קערפער|קערפּער|גוף, גוף האדם
קערפעריל|קערפּעריל|פורח
קערפערל|קערפּערל|גוף
קערפערליכן|קערפערליכן|גופני (בהטיה)
קערפערליכער|קערפערליכער|גופני
קעשענע|קעשענע|כיס
קראם|קראָם|חנות, בית-מסחר
קראמן|קראָמען|חנויות
קראנק|קראַנק|חולה, חולי, מחלה
קראנקהייט|קראַנקהייט|מחלה
קראנקהייטן|קראַנקהייטן|מחלות
קראנקן|קראַנקן|לחלות
קראנקע|קראַנקע|חולה (נקבה/רבים)
קראנקער|קראַנקער|חולה (זכר)
קראפט|קראַפֿט|כוח
קראפט|קראַפט|כׂח, חוזק, עׂצמה, כוח, עוצמה
קראפטיק|קראַפֿטיק|חזק
קראצן|קראַצען|לגרד
קרויט|קרויט|כרוב
קרוין|קרוין|כתר, עטרה
קרום|קרום|עקום
קרומן|קרומן|לעקם
קרומקייט|קרומקייט|עיקום
קריגט|קריגט|מקבל
קריגן|קריגן|לריב, לקבל, להשיג, לקבל, חולקים
קריגן|קריגען|להשיג, לקבל
קריגןזיך|קריגן זיך|לריב
קריגסט|קריגסט|השיג
קריגר|קריגר|לוחם
קריטיק|קריטיק|ביקורת
קריטיקירן|קריטיקירן|לבקר
קריטיקער|קריטיקער|מבקר
קריטישער|קריטישער|קריטי
קרייזלעך|קרייזלעך|עיגולים קטנים, חוגים
קרייזן|קרייזן|סביבה
קריסטאליזירן|קריסטאַליזירן|ברור כקריסטל
קריסטן|קריסטן|נוצרים
קריק|קריג|מלחמה
קרישקע|קרישקע|פירור
קרעטשמע|קרעטשמע|פונדק
קרעטשמער|קרעטשמער|בעל פונדק
קרעכץ|קרעכץ|אנחה
קרעכצן|קרעכצן|להיאנח, לגנוח
קרעמער|קרעמער|חנווני
קרענק|קרענק|חולי, מחלה, מחלות
קרעסלעס|קרעסלעס|כורסאות
קרעפאסט|קרעפאסט|מבצר, מצודה
קרעפטן|קרעפטן|כוחות
קרעפערשאפט|קרעפּערשאפט|גופניות, גשמיות
קרפערס|קרפּערס|גופים
ראג|ראָג|פינת רחוב
ראדיא|ראַדיאָ|רדיו
ראט|ראַט|וַעַד, מועצה, עֵצָה
ראטעוון|ראַטעווען|להציל
ראטעוועט|ראטעוועט|מציל
ראלע|ראָלע|תפקיד
ראנג|ראַנג|מעמד
ראנגהאבן|ראַנג האָבן|להיות בעל מעמד
ראנגן|ראַנגן|מעמדות
ראנגעלטזיך|ראַנגעלט זיך|מתגושש, נאבק
ראסטאוו|ראסטאוו|רוסטוב (עיר ברוסיה)
רביים|רביים|אדמו"רים, רַבִּיים
רבין|רבי'ן|את הרבי, לרבי (נטיית מושא של "רבי")
רבינס|רבי'נס|של הרבי
רו|רוּ|מנוחה
רואיק|רוּאיק|רגוע
רואיקייט|רואיקייט|שקט
רואיקן|רואיקן|להרגיע
רוה|רוּה|מנוחה, שקט
רוהיגקייט|רוהיגקייט|רוגע, שלווה
רוהיד|רוּהיד|רגוע
רוהיק|רוהיג|רגוע
רוהיקער|רוּהיקער|רגוע, שָלֵו, שקט
רוהן|רוּהען|לנוח, לשכב
רוחניותדיק|רוחניותדיק|רוחני
רוחניותדיקן|רוחניותדיקן|רוחני (בהטיה)
רוחניותדיקע|רוחניותדיקע|רוחניים
רויט|רויט|אדום
רויטן|רויטן|אדום (מוטה)
רויטע|רויטע|אדום (נקבה/רבים)
רויטער|רויטער|אדום (זכר)
רויערהייט|רויערהייט|חי
רויקשטילקייט|רוּיק-שטילקייט|שקט ורוגע
רון|רוען|לנוח
רוסיש|רוסיש|רוסית
רוסישע|רוסישע|רוסית, רוסיים
רוסישער|רוסישער|רוסי
רוסלאנד|רוסלאַנד|רוסיה
רוף|רוּף|קריאה, זימון
רוףט|רוףט|קורא ל־ (הוא)
רוףסט|רוףסט|קורא ל־ (אתה)
רופט|רופט|קורא (ל־)
רופן|רופן|לקרוא
רוקן|רוקן|גב
רוקן(שטופן)|רוקן (שטופּן)|להזיז
רוקנביין|רוקנביין|עמוד השדרה
רחמנותהאבן|רחמנות האָבן|לרחם
ריגשונג|ריגשונג|התרגשות
ריגשט|ריגשט|מרגש
ריגשן|ריגשן|לרגש
ריז|ריז|ענק
ריזיק|ריזיק|ענקי
ריזיקא|ריזיקאָ|סיכון
ריזיקאלישער|ריזיקאַלישער|מסכן
ריזיקאנט|ריזיקאַנט|מסוכן
ריזיקירן|ריזיקירן|לסכן
ריזיקער|ריזיקער|ענק
ריטשקעלעך|ריטשקעלעך|אגלי
רייבן|רייבּען|לשפשף, לגרד
רייד|רייד|דיבור
ריידין|ריידין|לדבר
ריידן|ריידען|לדבר
ריידנדיק|ריידנדיק|תוך כדי דיבור
רייז|רייז|נסע!
רייזט|רייזט|נוסע
רייזן|רייזן|לנסוע
רייזע|רייזע|נסיעה, מסע
רייך|רייך|עשיר
רייךן|רייךן|עשיר (מוטה)
רייךע|רייךע|עשיר (נקבה/רבים)
רייךער|רייךער|עשיר (זכר)
רייכטום|רייכטום|עשירות
רייכטימער|רייכטימער|עושר, אוצרות
רייכן|רייכן|עשירים
רייכע|רייכע|עשירים
רייכער|רייכער|עשיר
רייכקייט|רייכקייט|עושר
ריין|ריין|נקי
ריין|רייען|זרמים
רייןן|רייןן|נקי, טהור (מוטה)
רייןע|רייןע|נקי, טהור (נקבה/רבים)
רייןער|רייןער|נקי, טהור (זכר)
רייניגונג|רייניגונג|ניקוי
רייניקן|רייניקן|לנקות
רייניקן|רייניקען|לנקות, לטהר, לִרחוץ
ריינן|ריינן|לנקות
ריינע|ריינע|נקיים, טהורים
ריינעם|ריינעם|נקי
ריינער|ריינער|טהור, נקי
ריינקייט|ריינקייט|ניקיון
רייסט|רייסט|קורע
רייסן|רייסן|לקרוע; חבל רייסן (רוסיה הלבנה)
רייע|רייע|ריבוי, סדרה
רייפקייט|רייפקייט|בגרות, בשלות
רייץ|רייץ|קסם
ריכט(אפ)|ריכט (-אָפּ)|עורך
ריכטונג|ריכטונג|כיוון, אפיק
ריכטונגן|ריכטונגען|כיוונים
ריכטיגן|ריכטיגען|לתקן, לכוון
ריכטיגע|ריכטיגע|נכונה, אמיתית
ריכטיגער|ריכטיגער|נכון יותר, מדויק יותר
ריכטיק|ריכטיק|נכון
ריכטיקייט|ריכטיקייט|נכונות
ריכטיקן|ריכטיקן|נכון
ריכטיקע|ריכטיקע|נכון (נקבה/רבים)
ריכטיקער|ריכטיקער|צודק,אמיתי נכון
